,equity,drawdown
2017-03-16,105981.30783187778,-0.04124518394412269
2017-03-17,105765.67289520214,-0.04319591505206144
2017-03-20,105876.15452697926,-0.0421964482713717
2017-03-21,106784.47688393478,-0.033979353652726196
2017-03-22,106419.52526082695,-0.03728087099988986
2017-03-23,106410.84394219454,-0.037359406132346895
2017-03-24,105937.11445507218,-0.04164497720688709
2017-03-27,105637.9525223393,-0.04435133127682589
2017-03-28,105705.42372114342,-0.04374095631427932
2017-03-29,106255.63078074607,-0.03876353454987913
2017-03-30,105793.15526403839,-0.04294729712105638
2017-03-31,105713.63469413186,-0.043666676141122185
2017-04-03,106526.24651934547,-0.036315422255451923
2017-04-04,106322.25237535562,-0.0381608454909127
2017-04-05,106145.73051325108,-0.03975774204648597
2017-04-06,106386.88119526459,-0.03757618397265672
2017-04-07,106072.58823248874,-0.040419420179855
2017-04-10,105768.52276878935,-0.04317013380739876
2017-04-11,105660.71042369057,-0.044145453014231895
2017-04-12,105363.76626555827,-0.04683174409266089
2017-04-13,104600.98318701316,-0.053732224612500934
2017-04-14,104224.35588940853,-0.05713936538877229
2017-04-17,104220.27781110824,-0.05717625752843947
2017-04-18,103542.99905976586,-0.06330322725494919
2017-04-19,103232.41399377085,-0.06611292015183357
2017-04-20,104042.47124155385,-0.05878477612831445
2017-04-21,102617.17170111027,-0.0716786800315411
2017-04-24,102945.91189131382,-0.06870474767463186
2017-04-25,102225.66278911961,-0.07522044661829896
2017-04-26,102322.91078310233,-0.07434069730693349
2017-04-27,101687.233252017,-0.08009132359051718
2017-04-28,102044.43653746248,-0.0768599012082315
2017-05-01,102296.42333324775,-0.0745803147511096
2017-05-02,102758.04123684051,-0.07040431053582619
2017-05-03,102749.3395834781,-0.0704830296254424
2017-05-04,103032.15773757618,-0.06792452876470834
2017-05-05,102053.76097526749,-0.07677554812903808
2017-05-08,101730.58729176942,-0.07969912335013096
2017-05-09,100848.61712588344,-0.0876778241367091
2017-05-10,100907.39213376248,-0.08714611884810153
2017-05-11,100582.89630884858,-0.09008165475807317
2017-05-12,101115.47250617502,-0.08526372974328222
2017-05-15,101317.83288310822,-0.0834330863031073
2017-05-16,101235.91503233548,-0.08417415220950186
2017-05-17,101003.77847029414,-0.08627416447952263
2017-05-18,100232.24555409297,-0.09325379998587946
2017-05-19,100752.9919558799,-0.08854289264881399
2017-05-22,101486.12823277447,-0.08191061049757864
2017-05-23,101215.81239087832,-0.08435600979086966
2017-05-24,100613.45161466757,-0.08980523765010073
2017-05-25,100936.59222472247,-0.08688196162632456
2017-05-26,100760.62301681312,-0.08847385862223889
2017-05-29,100213.41295507639,-0.09342416818924826
2017-05-30,100257.02214441524,-0.09302965975037114
2017-05-31,99760.00486921205,-0.09752590268237904
2017-06-01,99547.98716569031,-0.0994439106641547
2017-06-02,99515.64228346474,-0.09973651708922093
2017-06-05,99338.19049441225,-0.10134182618430865
2017-06-06,99420.53978764104,-0.10059685725443712
2017-06-07,99388.0810682639,-0.10089049350183277
2017-06-08,99388.0810682639,-0.10089049350183277
2017-06-09,99388.0810682639,-0.10089049350183277
2017-06-12,99388.0810682639,-0.10089049350183277
2017-06-13,99388.0810682639,-0.10089049350183277
2017-06-14,99388.0810682639,-0.10089049350183277
2017-06-15,99388.0810682639,-0.10089049350183277
2017-06-16,99577.08649623742,-0.09918066496661815
2017-06-19,99843.72382767286,-0.09676854314170591
2017-06-20,100014.49739711048,-0.09522364823992657
2017-06-21,99293.30601430978,-0.10174787147988729
2017-06-22,100007.79802149837,-0.09528425381994898
2017-06-23,100321.51796586574,-0.09244620139628812
2017-06-26,100008.04422657257,-0.09528202653755868
2017-06-27,99783.16095154366,-0.0973164222946522
2017-06-28,99758.78242665053,-0.09753696145035595
2017-06-29,100037.61403845077,-0.09501452465323523
2017-06-30,100946.57001962377,-0.08679169798350916
2017-07-03,100330.30869811875,-0.0923666764587624
2017-07-04,99577.56186686279,-0.0991763645490652
2017-07-05,99365.42398562333,-0.10109545971279787
2017-07-06,99774.0491019578,-0.09739885220472155
2017-07-07,99666.58654749008,-0.09837100704739477
2017-07-10,99368.48262031989,-0.10106778992077625
2017-07-11,99513.15774452004,-0.09975899335156979
2017-07-12,99448.58824306366,-0.10034311824829067
2017-07-13,99682.42914664505,-0.09822768773430635
2017-07-14,99331.13597410596,-0.10140564456376622
2017-07-17,98454.07401387782,-0.10933994350336851
2017-07-18,98908.54049372536,-0.10522863429985319
2017-07-19,99059.40862136999,-0.10386381302214187
2017-07-20,98683.96318768064,-0.10726026212321238
2017-07-21,98657.56371709038,-0.10749908366719518
2017-07-24,98134.51254232596,-0.11223084102241287
2017-07-25,97940.02308638774,-0.11399028055347293
2017-07-26,98062.39446032318,-0.11288325379084707
2017-07-27,97160.15405923322,-0.12104532828758208
2017-07-28,96976.67919533422,-0.12270512484026674
2017-07-31,97319.85166709217,-0.11960063154077216
2017-08-01,97774.66620611762,-0.11548617363660463
2017-08-02,97052.60478365369,-0.1220182676486321
2017-08-03,96733.42745473297,-0.1249056900397959
2017-08-04,96376.08231866518,-0.12813839566692997
2017-08-07,95093.16833150908,-0.13974421549435234
2017-08-08,94391.51344672793,-0.1460917027423887
2017-08-09,94562.20398247139,-0.1445475590009394
2017-08-10,94627.1170733101,-0.14396032583935758
2017-08-11,93860.36404179233,-0.15089672034827672
2017-08-14,93873.4234523182,-0.1507785790175774
2017-08-15,95463.78262464119,-0.13639147107452287
2017-08-16,95261.82845784118,-0.13821843975421888
2017-08-17,95141.13238742319,-0.1393103109639593
2017-08-18,94841.30590484149,-0.1420226768522187
2017-08-21,94696.51192545904,-0.1433325486391288
2017-08-22,94327.73949370446,-0.14666863074838354
2017-08-23,95134.47810672846,-0.13937050859497535
2017-08-24,95260.78052886331,-0.13822791979343496
2017-08-25,94817.61774713264,-0.1422369706343154
2017-08-28,95523.02703816733,-0.13585551933025208
2017-08-29,96520.59543632434,-0.12683106468212313
2017-08-30,97703.60438083987,-0.11612903102925776
2017-08-31,97133.03594004414,-0.12129065105163173
2017-09-01,96914.46620084386,-0.12326793170979045
2017-09-04,97042.34006157317,-0.12211112696440685
2017-09-05,97093.11723800421,-0.12165177367423785
2017-09-06,96853.74628114558,-0.12381723154984903
2017-09-07,96893.0156052284,-0.12346198349377313
2017-09-08,97293.91963037016,-0.11983522446669459
2017-09-11,97264.55038563476,-0.1201009119299844
2017-09-12,96941.46311224009,-0.12302370544622299
2017-09-13,98062.07679024123,-0.11288612757800087
2017-09-14,97812.15564771765,-0.11514702720200609
2017-09-15,96598.12334436481,-0.12612971218201574
2017-09-18,97148.82703200594,-0.1211477976958949
2017-09-19,97802.45000385989,-0.11523482884346448
2017-09-20,97258.91944416784,-0.12015185197177836
2017-09-21,96093.96239923681,-0.13069057998122735
2017-09-22,97371.8785317223,-0.11912997300627337
2017-09-25,97772.99723972428,-0.11550127186100079
2017-09-26,98174.70831962916,-0.1118672118517322
2017-09-27,97565.1878198006,-0.11738120980713063
2017-09-28,98388.42929049165,-0.1099337953436853
2017-09-29,97548.28309868058,-0.1175341375556126
2017-10-02,98164.11058204345,-0.11196308377629571
2017-10-03,98315.8899957298,-0.11059001859313378
2017-10-04,97962.98879959522,-0.11378252233089325
2017-10-05,97497.85367964295,-0.11799034487520821
2017-10-06,98241.49616904685,-0.11126301877662126
2017-10-09,97753.10443130691,-0.11568123119784235
2017-10-10,97568.73223222359,-0.11734914545021569
2017-10-11,97621.35005744793,-0.11687314081905709
2017-10-12,96750.77960614981,-0.12474871463460269
2017-10-13,96210.00185128342,-0.12964083464614762
2017-10-16,96207.56654895956,-0.12966286549176864
2017-10-17,96965.1136130585,-0.12280975232537883
2017-10-18,97669.88783453587,-0.11643404614759356
2017-10-19,96610.08420755867,-0.1260215088070442
2017-10-20,95703.81715756078,-0.13422001018991614
2017-10-23,94940.15719766164,-0.14112842337485065
2017-10-24,95226.07015551458,-0.13854192552044475
2017-10-25,95366.56904442655,-0.13727090906338668
2017-10-26,96200.12496918757,-0.12973018538611047
2017-10-27,95917.96564548805,-0.13228272616925618
2017-10-30,96494.1650567335,-0.12707016584289665
2017-10-31,96686.79182080478,-0.12532757706443431
2017-11-01,97394.76007331899,-0.11892297623813175
2017-11-02,96769.79486428254,-0.12457669401430405
2017-11-03,96109.84405401109,-0.13054690735335295
2017-11-06,95975.41866042974,-0.13176298022632382
2017-11-07,95618.13774364666,-0.13499510489678024
2017-11-08,95729.55832229587,-0.13398714397826494
2017-11-09,96132.72553346261,-0.13033991114740473
2017-11-10,96785.45850013188,-0.12443499368417288
2017-11-13,96842.37382734715,-0.12392011190745811
2017-11-14,96728.76024737179,-0.12494791170724473
2017-11-15,97115.69525182198,-0.12144752275558435
2017-11-16,96860.3888524128,-0.12375713984760717
2017-11-17,97298.55002472166,-0.11979333582637153
2017-11-20,97194.07015873892,-0.12073850792078211
2017-11-21,97198.15475930668,-0.12070155677773509
2017-11-22,97305.71298892464,-0.11972853641440595
2017-11-23,97319.77357929948,-0.1196013379582419
2017-11-24,97828.69886874428,-0.11499736974677333
2017-11-27,97530.64905618082,-0.11769366307496165
2017-11-28,97645.59057820356,-0.11665385011116136
2017-11-29,97265.33200794189,-0.12009384102128706
2017-11-30,98028.90132438387,-0.11318624783803855
2017-12-01,97751.76967119779,-0.11569330604112449
2017-12-04,97093.92141721233,-0.12164449870561811
2017-12-05,96458.9614715886,-0.127388633386755
2017-12-06,97336.74283843342,-0.11944782636971374
2017-12-07,98800.57565909176,-0.10620533299594637
2017-12-08,99071.29573365537,-0.10375627683122524
2017-12-11,99914.07441850308,-0.0961321198973556
2017-12-12,99517.12511250837,-0.09972310274742757
2017-12-13,99710.9909436955,-0.09796930480775501
2017-12-14,99616.47215347967,-0.09882436450819732
2017-12-15,98834.53898360187,-0.1058980854104099
2017-12-18,98675.37661035616,-0.10733794018297294
2017-12-19,98441.36825701554,-0.10945488552316951
2017-12-20,98307.81235616187,-0.11066309257189988
2017-12-21,98265.9114047349,-0.11104214751847274
2017-12-22,97527.4798112554,-0.11772233349711125
2017-12-25,97707.43202634674,-0.11609440441783969
2017-12-26,97465.76207142472,-0.11828066006911975
2017-12-27,97230.92500911806,-0.12040510228521406
2017-12-28,98621.30554421233,-0.10782709148837977
2017-12-29,99723.48657072306,-0.09785626371742129
2018-01-01,99240.27113162921,-0.10222764900131232
2018-01-02,99256.57418575323,-0.10208016420444022
2018-01-03,99540.47036810387,-0.09951191101284595
2018-01-04,100097.21056862385,-0.09447538750261342
2018-01-05,100531.0215179074,-0.0905509375652418
2018-01-08,101759.24789188051,-0.07943984660643233
2018-01-09,101414.62975080199,-0.08255741808406869
2018-01-10,102030.73005976123,-0.07698389620108514
2018-01-11,102932.15270591101,-0.06882921948517862
2018-01-12,102187.72588467483,-0.07556364100405222
2018-01-15,102050.26600786223,-0.07680716518397257
2018-01-16,102304.39210485485,-0.07450822564112736
2018-01-17,101878.74007252489,-0.07835886632776334
2018-01-18,101640.33823391535,-0.08051555712163483
2018-01-19,101454.07710807525,-0.08220055945927796
2018-01-22,100841.52609614882,-0.08774197279695817
2018-01-23,101078.9351576306,-0.08559426311373697
2018-01-24,101828.76120247251,-0.07881099777758238
2018-01-25,102621.07900623207,-0.07164333278323887
2018-01-26,102118.63962644713,-0.07618862652417957
2018-01-29,101606.25939809001,-0.08082384967474188
2018-01-30,101161.58217978037,-0.08484660079346773
2018-01-31,101392.43699953741,-0.08275818374352062
2018-02-01,101407.44588039814,-0.08262240662297726
2018-02-02,101551.80748424848,-0.08131644630057189
2018-02-05,100774.38844967337,-0.08834933029436809
2018-02-06,100786.6606036742,-0.0882383108420478
2018-02-07,100719.06643010565,-0.08884979828990014
2018-02-08,99845.8079871235,-0.09674968889323887
2018-02-09,99871.22638483795,-0.0965197425779526
2018-02-12,98964.58930692375,-0.10472159140061466
2018-02-13,99251.19210289593,-0.10212885295876306
2018-02-14,99986.99062944812,-0.09547248689374144
2018-02-15,99950.71509645545,-0.09580065176236985
2018-02-16,99704.34268649544,-0.09802944794751567
2018-02-19,99900.28860467323,-0.09625683260068985
2018-02-20,99792.55708421695,-0.09723142063127288
2018-02-21,99746.88433094951,-0.09764459700221517
2018-02-22,99168.72742308985,-0.1028748657277696
2018-02-23,99630.21488318716,-0.0987000415633087
2018-02-26,99519.39248487481,-0.09970259107210866
2018-02-27,99276.30363294318,-0.10190168270710398
2018-02-28,98764.85704269004,-0.10652845974535696
2018-03-01,98547.3462850995,-0.10849616037719578
2018-03-02,98373.5891921955,-0.11006804558085681
2018-03-05,98339.8104067043,-0.1103736237430133
2018-03-06,98339.8104067043,-0.1103736237430133
2018-03-07,98339.8104067043,-0.1103736237430133
2018-03-08,98314.92920923505,-0.11059871030205759
2018-03-09,98553.31100809855,-0.10844220079678701
2018-03-12,98657.86581189849,-0.10749635078100894
2018-03-13,98872.2506425748,-0.10555692869700994
2018-03-14,98744.08971116813,-0.10671633041350204
2018-03-15,98642.04971198611,-0.1076394303699707
2018-03-16,98733.65791003131,-0.10681070120194258
2018-03-19,98739.74205381601,-0.10675566128712666
2018-03-20,98977.62840950204,-0.10460363378478854
2018-03-21,98485.66238756178,-0.10905418079652485
2018-03-22,99092.50679391221,-0.10356439199237089
2018-03-23,99029.11147981943,-0.10413789465944723
2018-03-26,98785.72383103197,-0.1063396893458618
2018-03-27,98759.66825456133,-0.10657539986819242
2018-03-28,98759.66825456133,-0.10657539986819242
2018-03-29,98656.01763084356,-0.107513070262242
2018-03-30,98401.27328246075,-0.10981760278662334
2018-04-02,98396.47251301626,-0.10986103271705028
2018-04-03,100876.56702622723,-0.08742497670435434
2018-04-04,102533.40469636608,-0.07243647422061139
2018-04-05,102567.3474826245,-0.07212941243338344
2018-04-06,101946.45995699216,-0.07774624164229771
2018-04-09,101237.00364713554,-0.08416430410794762
2018-04-10,99648.94911213171,-0.09853056326007648
2018-04-11,100976.07241352796,-0.08652480599265278
2018-04-12,100720.54800547981,-0.08883639528936749
2018-04-13,100965.53281472021,-0.08662015196755113
2018-04-16,100037.50578816522,-0.0950155039342494
2018-04-17,100432.5660343299,-0.09144161037328813
2018-04-18,99375.46775365638,-0.10100459924721172
2018-04-19,99007.98277033785,-0.10432903451596454
2018-04-20,97744.930305888,-0.11575517803122981
2018-04-23,98104.82516709513,-0.11249940643796486
2018-04-24,97360.98204049027,-0.11922854759136325
2018-04-25,97490.1997765685,-0.11805958554211815
2018-04-26,97081.03165971051,-0.1217611052783758
2018-04-27,97062.86568429125,-0.12192544290335783
2018-04-30,96422.49799987242,-0.12771849843402783
2018-05-01,95848.1695659056,-0.1329141330542103
2018-05-02,95651.10752129614,-0.1346968453852455
2018-05-03,95060.91611436367,-0.1400359836292171
2018-05-04,95848.44104998356,-0.1329116770865254
2018-05-07,96954.38639319614,-0.12290679560514506
2018-05-08,98029.9091152044,-0.11317713090673698
2018-05-09,97504.1382690655,-0.11793349163854727
2018-05-10,98726.88415290318,-0.10687197967078066
2018-05-11,98684.15656024343,-0.10725851278760157
2018-05-14,97942.01124310911,-0.11397229478908977
2018-05-15,97357.16450893915,-0.11926308270736585
2018-05-16,96375.38818285221,-0.12814467513325567
2018-05-17,96779.89256563506,-0.12448534564353109
2018-05-18,97313.90564981881,-0.11965442190073095
2018-05-21,97986.73182267505,-0.11356773221185046
2018-05-22,98281.95529585122,-0.11089700722731444
2018-05-23,98188.52730389228,-0.111742199073665
2018-05-24,99232.1286128013,-0.10230130990719077
2018-05-25,98684.38304334655,-0.1072564639190764
2018-05-28,98973.49077822735,-0.10464106466758116
2018-05-29,99129.9833710643,-0.10322536193538323
2018-05-30,99546.42537470444,-0.09945803933136976
2018-05-31,97982.15620161204,-0.1136091253482473
2018-06-01,98671.22869741073,-0.1073754640784067
2018-06-04,99286.01685822288,-0.10181381248067567
2018-06-05,98913.90987958353,-0.10518006040832362
2018-06-06,98771.7786704692,-0.10646584357176958
2018-06-07,99313.45854077952,-0.1015655626161468
2018-06-08,99929.8835986158,-0.09598910290802953
2018-06-11,99788.56756695245,-0.09726751160777936
2018-06-12,100695.19253018837,-0.08906577237997304
2018-06-13,101511.63445506462,-0.08167986968148244
2018-06-14,100700.8585295948,-0.08901451518821146
2018-06-15,99933.27720018958,-0.09595840285422563
2018-06-18,99131.08639874429,-0.10321538344840231
2018-06-19,98598.01493186678,-0.10803778889542248
2018-06-20,99692.68621550685,-0.09813489765300754
2018-06-21,99706.40246861901,-0.09801081422736824
2018-06-22,100159.11223342703,-0.09391539706216634
2018-06-25,99447.94393420343,-0.1003489469574792
2018-06-26,99497.3864753614,-0.09990166738126893
2018-06-27,98968.38473085695,-0.10468725628011666
2018-06-28,99162.72944482621,-0.10292912615033378
2018-06-29,99136.33764419884,-0.10316787830836538
2018-07-02,99314.01802366479,-0.10156050128107064
2018-07-03,99147.29374492164,-0.10306876446887736
2018-07-04,99231.36548844106,-0.10230821347509911
2018-07-05,98978.78611272313,-0.10459316067814839
2018-07-06,98932.23986886007,-0.10501423903985174
2018-07-09,98176.02478977747,-0.11185530246770303
2018-07-10,98498.73165780584,-0.10893595027035785
2018-07-11,98739.12270434936,-0.10676126420235876
2018-07-12,98951.78229519892,-0.10483744941767115
2018-07-13,98029.74541632191,-0.11317861180082278
2018-07-16,98430.02570701035,-0.10955749535754777
2018-07-17,98597.82496776909,-0.10803950739651735
2018-07-18,98164.2241695353,-0.11196205621250088
2018-07-19,98164.6496671947,-0.11195820696834158
2018-07-20,98092.86398511677,-0.11260761269680508
2018-07-23,98688.5697951262,-0.10721858866999245
2018-07-24,99993.74139884797,-0.09541141638228423
2018-07-25,100297.37097536847,-0.09266464598718949
2018-07-26,101022.22184704068,-0.08610731735674393
2018-07-27,101942.0009553039,-0.07778657978711656
2018-07-30,101262.47917634461,-0.08393384095533662
2018-07-31,101235.8557170108,-0.0841746888027406
2018-08-01,101309.5983923495,-0.08350757922864493
2018-08-02,101124.45268428288,-0.08518249099292075
2018-08-03,101162.92672621735,-0.08483443741864016
2018-08-06,102043.30769119496,-0.0768701132618258
2018-08-07,102508.30980507286,-0.07266349395058058
2018-08-08,102283.27013688606,-0.07469930451087281
2018-08-09,101835.97115777504,-0.07874577326288956
2018-08-10,101858.16576873804,-0.07854499077976518
2018-08-13,101800.40050289822,-0.07906756148546468
2018-08-14,101690.13096024402,-0.08006510961208069
2018-08-15,101501.65225868087,-0.08177017314209756
2018-08-16,101425.74119346861,-0.08245689895113961
2018-08-17,100055.91648024072,-0.09484895249177894
2018-08-20,101248.75256566351,-0.0840580180802265
2018-08-21,101107.8860259985,-0.08533236047218118
2018-08-22,101948.02275876148,-0.07773210383107865
2018-08-23,101171.86912151691,-0.08475354046864092
2018-08-24,99541.11127167729,-0.09950611310942115
2018-08-27,99214.84906418629,-0.10245762851462104
2018-08-28,99150.67331699382,-0.10303819133228664
2018-08-29,97326.88582868033,-0.11953699733548129
2018-08-30,98180.67828707214,-0.11181320482771318
2018-08-31,97948.89211119048,-0.11391004734615273
2018-09-03,97787.34089362317,-0.1153715126842485
2018-09-04,98560.6455951213,-0.1083758488072174
2018-09-05,98357.62142848615,-0.11021249718908077
2018-09-06,98756.176819346,-0.10660698496934018
2018-09-07,98795.02190081491,-0.10625557480371473
2018-09-10,99670.20413726276,-0.09833828069509709
2018-09-11,99136.1346061835,-0.10316971508202888
2018-09-12,97898.73819637785,-0.11436376232999634
2018-09-13,97147.81298916815,-0.12115697118577073
2018-09-14,97621.42009722222,-0.11687250720759967
2018-09-17,96652.6254912776,-0.12563666112511684
2018-09-18,96304.75203599101,-0.12878368164653853
2018-09-19,96120.07125975835,-0.130454387427287
2018-09-20,94925.5861712664,-0.14126023946598132
2018-09-21,94260.85955959078,-0.1472736568632783
2018-09-24,94017.29056654513,-0.14947709207182325
2018-09-25,95006.73298730188,-0.14052614868834123
2018-09-26,94591.25559759144,-0.14428474495872423
2018-09-27,94824.70872195365,-0.14217282247083962
2018-09-28,95764.22668781158,-0.13367351827310103
2018-10-01,95391.645057536,-0.13704406011400105
2018-10-02,95433.272459376,-0.1366674798206412
2018-10-03,95995.01621053922,-0.13158569192959735
2018-10-04,95624.31425895968,-0.13493922934736535
2018-10-05,95328.55612228614,-0.13761479113957586
2018-10-08,95706.53114979241,-0.1341954581894168
2018-10-09,96109.74038741193,-0.130547845168268
2018-10-10,96672.36676886544,-0.12545807260465391
2018-10-11,96176.74534504418,-0.12994168803411144
2018-10-12,95410.24285136843,-0.1368758160644642
2018-10-15,95857.03426131884,-0.1328339390125044
2018-10-16,95498.72627483256,-0.13607535501974943
2018-10-17,95212.77830618378,-0.13866216959764
2018-10-18,94726.0768213743,-0.1430650912268283
2018-10-19,95028.99895166798,-0.1403247207100793
2018-10-22,94251.7502412103,-0.14735606387491973
2018-10-23,94452.75694143928,-0.14553766640609678
2018-10-24,94538.97105294367,-0.14475773458313856
2018-10-25,93685.68368274695,-0.1524769578347852
2018-10-26,94128.41455125995,-0.14847181427610423
2018-10-29,94440.91010379039,-0.14564483825444685
2018-10-30,94635.73729523993,-0.14388234341528894
2018-10-31,95060.71713215606,-0.14003778371221065
2018-11-01,94978.05980593743,-0.1407855392477445
2018-11-02,94675.05474465924,-0.14352665999566572
2018-11-05,94643.66111826307,-0.14381066093051476
2018-11-06,94721.17154794323,-0.1431094665475553
2018-11-07,94500.68269752087,-0.145104108353301
2018-11-08,93954.30243880258,-0.1500469111471201
2018-11-09,93841.00547410255,-0.15107184670201046
2018-11-12,94652.67539197899,-0.14372911373587083
2018-11-13,94649.03636910809,-0.1437620339816632
2018-11-14,93273.1063885686,-0.1562093185300909
2018-11-15,94704.20943721746,-0.14326291346835196
2018-11-16,95259.74836881374,-0.13823725717979773
2018-11-19,95658.5204602614,-0.13462978458858754
2018-11-20,96360.22638718225,-0.1282818355902835
2018-11-21,95643.99498990123,-0.1347611885592328
2018-11-22,94811.39425503997,-0.14229327115691326
2018-11-23,95471.130018418,-0.1363250032292671
2018-11-26,96551.10331683687,-0.12655507660491006
2018-11-27,98620.27462566251,-0.10783641764357466
2018-11-28,99129.14104028829,-0.10323298204033138
2018-11-29,97743.35213467543,-0.1157694548813798
2018-11-30,98140.14531170847,-0.11217988444446814
2018-12-03,98705.70985903476,-0.10706353190426632
2018-12-04,99021.75957809952,-0.104204403285594
2018-12-05,99741.32352079383,-0.09769490260446712
2018-12-06,100833.734604148,-0.08781245815548855
2018-12-07,101522.48709611988,-0.08158169178491259
2018-12-10,101513.6801986987,-0.0816613629598566
2018-12-11,100652.60009968861,-0.08945108275879898
2018-12-12,100293.01706258421,-0.09270403345028067
2018-12-13,101108.58053755296,-0.08532607760672806
2018-12-14,102254.05368020553,-0.07496360978435535
2018-12-17,103324.38760838959,-0.06528088526030673
2018-12-18,103992.42585479273,-0.05923750931834759
2018-12-19,103223.51986781212,-0.06619338043555711
2018-12-20,103164.05690737923,-0.06673130925393345
2018-12-21,102293.88363818273,-0.07460328998065446
2018-12-24,102167.3092130235,-0.07574833944450354
2018-12-25,100798.35108618451,-0.08813255345295656
2018-12-26,100944.31841012713,-0.08681206706078282
2018-12-27,101836.72071397779,-0.07873899243866689
2018-12-28,101277.56741021316,-0.08379734597161559
2018-12-31,101281.4203711021,-0.0837624903458084
2019-01-01,101170.60441375438,-0.08476498158673085
2019-01-02,100148.08936812647,-0.09401511488420355
2019-01-03,100701.24257837892,-0.08901104090931344
2019-01-04,100562.62272901734,-0.09026505872523993
2019-01-07,100124.69420397509,-0.09422675811414116
2019-01-08,99888.08559252424,-0.09636722656456509
2019-01-09,101503.69645349962,-0.08175168043175518
2019-01-10,101853.10032866201,-0.07859081504036058
2019-01-11,101112.15075696835,-0.08529377978809471
2019-01-14,100892.99845893659,-0.08727633053676986
2019-01-15,101430.07813695447,-0.08241766499999204
2019-01-16,101647.70469437052,-0.08044891679058808
2019-01-17,102924.12288750033,-0.06890186085214034
2019-01-18,103547.97205032666,-0.0632582393344574
2019-01-21,105285.84493600846,-0.04753665566157517
2019-01-22,106849.40025756053,-0.03339202746840486
2019-01-23,106817.95157088301,-0.03367652650344721
2019-01-24,106054.22682209157,-0.04058552579798713
2019-01-25,104963.61460191406,-0.050451696917551914
2019-01-28,105312.5793760558,-0.04729480383247142
2019-01-29,104828.65206384058,-0.051672629042397444
2019-01-30,104294.1043133091,-0.05650838961865756
2019-01-31,104806.26911596704,-0.05187511530634625
2019-02-01,102606.46029643681,-0.07177558023995989
2019-02-04,101535.9124633651,-0.08146023984431106
2019-02-05,102556.35660918124,-0.0722288408426186
2019-02-06,101981.42301224997,-0.07742995004052167
2019-02-07,101341.0728070382,-0.08322284744638375
2019-02-08,102108.24218673665,-0.07628268646362557
2019-02-11,102556.32776050144,-0.0722291018208161
2019-02-12,103042.03284471708,-0.06783519408179028
2019-02-13,103413.54658618757,-0.06447431284572547
2019-02-14,102757.45405331058,-0.07040962246345517
2019-02-15,102416.42526351858,-0.07349472304690385
2019-02-18,100947.91867744444,-0.08677949741524649
2019-02-19,103962.16074380584,-0.05951130119269554
2019-02-20,104313.7752497952,-0.05633043743559629
2019-02-21,103866.21907010624,-0.06037923294030034
2019-02-22,103581.1225798804,-0.0629583446594939
2019-02-25,103735.31370096188,-0.06156346208110142
2019-02-26,103994.02885138328,-0.05922300788660695
2019-02-27,103618.85196693653,-0.06261702756983978
2019-02-28,104206.7690713064,-0.057298463694874235
2019-03-01,103792.21473966831,-0.06104870956469621
2019-03-04,102812.11232132574,-0.06991515906449486
2019-03-05,102549.10803801687,-0.07229441469385267
2019-03-06,103227.42299292069,-0.06615807100154403
2019-03-07,103091.01960518243,-0.06739203770374635
2019-03-08,103562.7442360193,-0.06312460346539495
2019-03-11,103556.35852731086,-0.06318237147282368
2019-03-12,104067.74946258005,-0.0585560979147125
2019-03-13,103628.0141166791,-0.06253414262181622
2019-03-14,103519.9228248848,-0.063511985306546
2019-03-15,103115.70871264028,-0.06716868887777339
2019-03-18,102751.10530931065,-0.07046705607142212
2019-03-19,102620.25775249739,-0.07165076221574396
2019-03-20,101887.4583308618,-0.07827999702204202
2019-03-21,102331.51289829203,-0.07426287868462067
2019-03-22,102692.77634017947,-0.07099472629189918
2019-03-25,102031.955153941,-0.07697281344537088
2019-03-26,101943.46263529973,-0.0777733567691693
2019-03-27,102428.8522568617,-0.07338230284790315
2019-03-28,101555.1773216211,-0.08128596122847365
2019-03-29,102362.9842853987,-0.07397817429123499
2019-04-01,103596.55671885161,-0.06281872046185888
2019-04-02,105400.45961618103,-0.04649979945688976
2019-04-03,104868.37783476658,-0.05131325176185608
2019-04-04,104445.44072325322,-0.05513933204759325
2019-04-05,104288.15552047484,-0.05656220508759491
2019-04-08,104016.4948335828,-0.05901977045661233
2019-04-09,103881.58928109414,-0.06024018706409895
2019-04-10,104252.40910576197,-0.05688558331309357
2019-04-11,104073.99074266705,-0.05849963647387746
2019-04-12,103649.48573354847,-0.06233990067006878
2019-04-15,103653.80717333677,-0.062300806972377276
2019-04-16,103765.60931402013,-0.06128939427122848
2019-04-17,103548.82333301922,-0.06325053824642579
2019-04-18,103853.50238228375,-0.060494273846508295
2019-04-19,103972.74237717195,-0.05941557495418204
2019-04-22,103940.07701246584,-0.05971108060863084
2019-04-23,103716.62007087198,-0.06173257310874314
2019-04-24,103688.28369542529,-0.0619889167695723
2019-04-25,103661.70423834398,-0.062229366552710164
2019-04-26,103473.56128177424,-0.06393139278175419
2019-04-29,102483.428715336,-0.07288857953502881
2019-04-30,103262.3939710535,-0.06584170772585951
2019-05-01,103104.50093837989,-0.06727007946984331
2019-05-02,102989.29674645288,-0.06831226866432905
2019-05-03,102488.3302631127,-0.07284423791825534
2019-05-06,102321.64259376627,-0.07435216992091132
2019-05-07,102475.0669889288,-0.07296422349175535
2019-05-08,101153.85704622365,-0.08491648584351752
