date,asset,action,weight,price,regime,equity,note
2017-08-25,SPY,CLOSE,0.0,285.7647,RANGE,94817.62,all strategies flat
2017-08-28,GLD,CLOSE,0.0,104.8698,RANGE,95523.03,all strategies flat
2017-08-29,QQQ,OPEN_LONG,0.5,277.1602,RANGE,96520.6,ACTIVE (regime RANGE ∈ ['RANGE']); long fade: z=-2.01 ≤ -2.0
2017-08-29,GLD,OPEN_LONG,0.5,105.1185,TREND_UP,96520.6,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-08-30,QQQ,CLOSE,0.0,282.1792,RANGE,97703.6,all strategies flat
2017-08-31,GLD,CLOSE,0.0,105.5971,RANGE,97133.04,all strategies flat
2017-09-04,GLD,OPEN_LONG,0.5,105.8039,TREND_UP,97042.34,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-09-04,BTC-USD,CLOSE,0.0,40357.6908,RANGE,97042.34,all strategies flat
2017-09-05,EURUSD,OPEN_LONG,0.5,1.3462,TREND_UP,97093.12,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-09-08,SPY,OPEN_LONG,0.5,294.265,TREND_UP,97293.92,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-09-14,BTC-USD,OPEN_LONG,0.375,38412.0135,TREND_UP,97812.16,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-09-19,SPY,CLOSE,0.0,289.5583,RANGE,97802.45,all strategies flat
2017-09-19,GLD,CLOSE,0.0,107.1557,RANGE,97802.45,all strategies flat
2017-09-20,GLD,OPEN_LONG,0.5,106.7067,TREND_UP,97258.92,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-09-21,GLD,CLOSE,0.0,106.8437,RANGE,96093.96,all strategies flat
2017-09-22,GLD,OPEN_LONG,0.5,107.0863,TREND_UP,97371.88,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-09-25,SPY,OPEN_LONG,0.3779,295.2807,TREND_UP,97773.0,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-09-27,SPY,CLOSE,0.0,290.3732,RANGE,97565.19,all strategies flat
2017-09-28,EURUSD,CLOSE,0.0,1.3436,RANGE,98388.43,all strategies flat
2017-10-04,GLD,CLOSE,0.0,107.3911,RANGE,97962.99,all strategies flat
2017-10-05,QQQ,OPEN_LONG,0.5,292.5552,TREND_UP,97497.85,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-10-06,SPY,OPEN_LONG,0.3792,286.8699,RANGE,98241.5,ACTIVE (regime RANGE ∈ ['RANGE']); long fade: z=-2.15 ≤ -2.0
2017-10-06,GLD,OPEN_LONG,0.3792,107.0367,TREND_UP,98241.5,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-10-09,GLD,CLOSE,0.0,107.1067,RANGE,97753.1,all strategies flat
2017-10-09,EURUSD,OPEN_LONG,0.3808,1.3673,TREND_UP,97753.1,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-10-10,QQQ,CLOSE,0.0,294.0797,RANGE,97568.73,all strategies flat
2017-10-10,GLD,OPEN_LONG,0.3794,106.7884,TREND_UP,97568.73,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-10-11,EURUSD,CLOSE,0.0,1.3716,RANGE,97621.35,all strategies flat
2017-10-12,EURUSD,OPEN_LONG,0.3752,1.3667,TREND_UP,96750.78,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-10-13,SPY,CLOSE,0.0,282.0852,TREND_UP,96210.0,all strategies flat
2017-10-13,BTC-USD,CLOSE,0.0,38979.1888,RANGE,96210.0,all strategies flat
2017-10-16,BTC-USD,OPEN_LONG,0.5,39930.3317,TREND_UP,96207.57,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-10-20,EURUSD,CLOSE,0.0,1.357,RANGE,95703.82,all strategies flat
2017-10-24,SPY,OPEN_LONG,0.3817,287.0341,TREND_UP,95226.07,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-10-24,EURUSD,OPEN_SHORT,-0.3817,1.3529,TREND_DOWN,95226.07,"ACTIVE (regime TREND_DOWN ∈ ['TREND_DOWN', 'TREND_UP']); short: close<0.5·ATR above fastMA"
2017-10-26,QQQ,OPEN_LONG,0.3842,299.5483,TREND_UP,96200.12,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-10-26,EURUSD,CLOSE,0.0,1.3578,RANGE,96200.12,all strategies flat
2017-10-27,EURUSD,OPEN_LONG,0.3089,1.3511,TREND_UP,95917.97,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-10-30,SPY,CLOSE,0.0,293.5499,RANGE,96494.17,all strategies flat
2017-10-30,EURUSD,FLIP,-0.3835,1.3485,TREND_DOWN,96494.17,"ACTIVE (regime TREND_DOWN ∈ ['TREND_DOWN', 'TREND_UP']); short: close<0.5·ATR above fastMA"
2017-10-31,SPY,OPEN_LONG,0.3105,294.4388,TREND_UP,96686.79,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-11-06,EURUSD,FLIP,0.3092,1.3473,TREND_UP,95975.42,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-11-07,SPY,CLOSE,0.0,293.24,RANGE,95618.14,all strategies flat
2017-11-07,EURUSD,FLIP,-0.3784,1.3479,TREND_DOWN,95618.14,"ACTIVE (regime TREND_DOWN ∈ ['TREND_DOWN', 'TREND_UP']); short: close<0.5·ATR above fastMA"
2017-11-08,GLD,CLOSE,0.0,106.4006,RANGE,95729.56,all strategies flat
2017-11-09,SPY,OPEN_LONG,0.5,296.8718,TREND_UP,96132.73,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-11-09,BTC-USD,CLOSE,0.0,42544.7745,RANGE,96132.73,all strategies flat
2017-11-09,EURUSD,CLOSE,0.0,1.3435,RANGE,96132.73,all strategies flat
2017-11-10,BTC-USD,OPEN_LONG,0.5,42952.5812,TREND_UP,96785.46,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-11-14,GLD,OPEN_LONG,0.375,106.7757,TREND_UP,96728.76,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-11-17,BTC-USD,CLOSE,0.0,43649.8084,RANGE,97298.55,all strategies flat
2017-11-20,EURUSD,OPEN_LONG,0.375,1.3282,RANGE,97194.07,ACTIVE (regime RANGE ∈ ['RANGE']); long fade: z=-2.20 ≤ -2.0
2017-11-22,GLD,CLOSE,0.0,107.7618,HIGH_VOL_CRASH,97305.71,all strategies flat
2017-11-27,GLD,OPEN_LONG,0.375,109.0334,HIGH_VOL_CRASH,97530.65,ACTIVE (regime HIGH_VOL_CRASH ∈ ['HIGH_VOL_CRASH']); breakout up > 20d high
2017-11-28,QQQ,CLOSE,0.0,289.3088,RANGE,97645.59,all strategies flat
2017-11-30,BTC-USD,OPEN_LONG,0.3746,44708.0768,TREND_UP,98028.9,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-12-01,SPY,CLOSE,0.0,298.2039,RANGE,97751.77,all strategies flat
2017-12-01,BTC-USD,FLIP,-0.5,44885.9941,RANGE,97751.77,ACTIVE (regime RANGE ∈ ['RANGE']); short fade: z=2.15 ≥ 2.0
2017-12-01,EURUSD,CLOSE,0.0,1.3342,RANGE,97751.77,all strategies flat
2017-12-04,QQQ,OPEN_SHORT,-0.3816,292.9528,RANGE,97093.92,ACTIVE (regime RANGE ∈ ['RANGE']); short fade: z=2.17 ≥ 2.0
2017-12-04,BTC-USD,FLIP,0.3551,45613.6232,TREND_UP,97093.92,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-12-04,EURUSD,OPEN_LONG,0.3816,1.3419,TREND_UP,97093.92,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-12-05,EURUSD,CLOSE,0.0,1.3428,RANGE,96458.96,all strategies flat
2017-12-14,SPY,OPEN_LONG,0.5,300.8209,TREND_UP,99616.47,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-12-14,BTC-USD,CLOSE,0.0,46314.2789,RANGE,99616.47,all strategies flat
2017-12-15,SPY,CLOSE,0.0,299.458,RANGE,98834.54,all strategies flat
2017-12-15,GLD,CLOSE,0.0,109.5135,RANGE,98834.54,all strategies flat
2017-12-19,QQQ,CLOSE,0.0,288.3428,RANGE,98441.37,all strategies flat
2017-12-19,BTC-USD,OPEN_LONG,0.5,45613.9655,TREND_UP,98441.37,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-12-20,BTC-USD,CLOSE,0.0,45561.3006,RANGE,98307.81,all strategies flat
2017-12-21,SPY,OPEN_LONG,0.5,306.0134,TREND_UP,98265.91,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-12-22,SPY,CLOSE,0.0,301.5903,HIGH_VOL_CRASH,97527.48,all strategies flat
2017-12-22,GLD,OPEN_LONG,0.5,110.0781,TREND_UP,97527.48,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-12-25,EURUSD,OPEN_SHORT,-0.5,1.3322,TREND_DOWN,97707.43,"ACTIVE (regime TREND_DOWN ∈ ['TREND_DOWN', 'TREND_UP']); short: close<0.5·ATR above fastMA"
2017-12-26,BTC-USD,OPEN_LONG,0.5,45381.6909,TREND_UP,97465.76,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2017-12-28,EURUSD,CLOSE,0.0,1.3333,RANGE,98621.31,all strategies flat
2017-12-29,GLD,FLIP,-0.5,111.2185,RANGE,99723.49,ACTIVE (regime RANGE ∈ ['RANGE']); short fade: z=2.12 ≥ 2.0
2018-01-01,SPY,OPEN_LONG,0.5,308.5594,HIGH_VOL_CRASH,99240.27,ACTIVE (regime HIGH_VOL_CRASH ∈ ['HIGH_VOL_CRASH']); breakout up > 20d high
2018-01-01,GLD,FLIP,0.5,111.6306,TREND_UP,99240.27,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-01-09,GLD,CLOSE,0.0,111.2563,RANGE,101414.63,all strategies flat
2018-01-10,GLD,OPEN_LONG,0.5,110.9098,TREND_UP,102030.73,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-01-11,QQQ,OPEN_SHORT,-0.3954,291.839,RANGE,102932.15,ACTIVE (regime RANGE ∈ ['RANGE']); short fade: z=2.29 ≥ 2.0
2018-01-12,GLD,CLOSE,0.0,110.4978,RANGE,102187.73,all strategies flat
2018-01-15,BTC-USD,CLOSE,0.0,48059.0813,RANGE,102050.27,all strategies flat
2018-01-16,BTC-USD,OPEN_LONG,0.411,49068.7445,TREND_UP,102304.39,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-01-17,GLD,OPEN_LONG,0.3933,111.1678,TREND_UP,101878.74,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-01-18,GLD,CLOSE,0.0,111.0813,RANGE,101640.34,all strategies flat
2018-01-18,BTC-USD,CLOSE,0.0,49151.1868,RANGE,101640.34,all strategies flat
2018-01-22,QQQ,FLIP,0.5,300.6532,TREND_UP,100841.53,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-01-23,EURUSD,OPEN_LONG,0.5,1.3207,RANGE,101078.94,ACTIVE (regime RANGE ∈ ['RANGE']); long fade: z=-2.26 ≤ -2.0
2018-01-25,SPY,CLOSE,0.0,325.0187,HIGH_VOL_CRASH,102621.08,all strategies flat
2018-01-26,SPY,OPEN_LONG,0.5,325.9794,TREND_UP,102118.64,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-01-30,EURUSD,CLOSE,0.0,1.3293,RANGE,101161.58,all strategies flat
2018-02-02,QQQ,CLOSE,0.0,309.3145,RANGE,101551.81,all strategies flat
2018-02-02,BTC-USD,OPEN_SHORT,-0.5,51066.8236,RANGE,101551.81,ACTIVE (regime RANGE ∈ ['RANGE']); short fade: z=2.07 ≥ 2.0
2018-02-06,GLD,OPEN_LONG,0.5,110.3855,RANGE,100786.66,ACTIVE (regime RANGE ∈ ['RANGE']); long fade: z=-2.26 ≤ -2.0
2018-02-09,EURUSD,OPEN_SHORT,-0.375,1.3413,RANGE,99871.23,ACTIVE (regime RANGE ∈ ['RANGE']); short fade: z=2.20 ≥ 2.0
2018-02-12,QQQ,OPEN_LONG,0.3,318.6084,TREND_UP,98964.59,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-02-13,QQQ,CLOSE,0.0,318.3782,RANGE,99251.19,all strategies flat
2018-02-19,BTC-USD,CLOSE,0.0,50944.4785,RANGE,99900.29,all strategies flat
2018-02-20,GLD,CLOSE,0.0,109.88,TREND_UP,99792.56,all strategies flat
2018-02-26,EURUSD,CLOSE,0.0,1.3396,RANGE,99519.39,all strategies flat
2018-03-02,SPY,CLOSE,0.0,303.5241,TREND_UP,98373.59,all strategies flat
2018-03-07,EURUSD,OPEN_LONG,0.5,1.333,RANGE,98339.81,ACTIVE (regime RANGE ∈ ['RANGE']); long fade: z=-2.13 ≤ -2.0
2018-03-09,SPY,OPEN_SHORT,-0.5,303.6084,TREND_DOWN,98553.31,"ACTIVE (regime TREND_DOWN ∈ ['TREND_DOWN', 'TREND_UP']); short: close<0.5·ATR above fastMA"
2018-03-13,SPY,CLOSE,0.0,303.4998,TREND_UP,98872.25,all strategies flat
2018-03-13,GLD,OPEN_LONG,0.5,110.0637,TREND_UP,98872.25,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-03-15,GLD,CLOSE,0.0,109.6403,RANGE,98642.05,all strategies flat
2018-03-19,BTC-USD,OPEN_SHORT,-0.5,51957.0229,RANGE,98739.74,ACTIVE (regime RANGE ∈ ['RANGE']); short fade: z=2.41 ≥ 2.0
2018-03-22,BTC-USD,CLOSE,0.0,51092.0451,RANGE,99092.51,all strategies flat
2018-03-22,EURUSD,CLOSE,0.0,1.3406,RANGE,99092.51,all strategies flat
2018-03-23,EURUSD,OPEN_LONG,0.5,1.3482,TREND_UP,99029.11,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-03-26,EURUSD,CLOSE,0.0,1.3422,RANGE,98785.72,all strategies flat
2018-03-28,BTC-USD,OPEN_SHORT,-0.5,52327.8054,RANGE,98759.67,ACTIVE (regime RANGE ∈ ['RANGE']); short fade: z=2.38 ≥ 2.0
2018-04-05,SPY,OPEN_LONG,0.5,307.5549,HIGH_VOL_CRASH,102567.35,ACTIVE (regime HIGH_VOL_CRASH ∈ ['HIGH_VOL_CRASH']); breakout up > 20d high
2018-04-10,EURUSD,OPEN_LONG,0.5,1.3625,HIGH_VOL_CRASH,99648.95,ACTIVE (regime HIGH_VOL_CRASH ∈ ['HIGH_VOL_CRASH']); breakout up > 20d high
2018-04-27,SPY,FLIP,-0.5,301.3163,TREND_DOWN,97062.87,"ACTIVE (regime TREND_DOWN ∈ ['TREND_DOWN', 'TREND_UP']); short: close<0.5·ATR above fastMA"
2018-05-01,BTC-USD,FLIP,0.5,53924.1712,TREND_UP,95848.17,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-05-04,EURUSD,CLOSE,0.0,1.3785,HIGH_VOL_CRASH,95848.44,all strategies flat
2018-05-07,EURUSD,OPEN_LONG,0.5,1.3896,HIGH_VOL_CRASH,96954.39,ACTIVE (regime HIGH_VOL_CRASH ∈ ['HIGH_VOL_CRASH']); breakout up > 20d high
2018-05-08,GLD,OPEN_SHORT,-0.375,110.6122,RANGE,98029.91,ACTIVE (regime RANGE ∈ ['RANGE']); short fade: z=2.45 ≥ 2.0
2018-05-10,GLD,FLIP,0.382,110.4042,TREND_UP,98726.88,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-05-11,SPY,CLOSE,0.0,302.1476,RANGE,98684.16,all strategies flat
2018-05-11,GLD,CLOSE,0.0,110.3929,RANGE,98684.16,all strategies flat
2018-05-14,SPY,OPEN_SHORT,-0.5,299.5108,TREND_DOWN,97942.01,"ACTIVE (regime TREND_DOWN ∈ ['TREND_DOWN', 'TREND_UP']); short: close<0.5·ATR above fastMA"
2018-05-15,SPY,FLIP,0.3932,298.4452,RANGE,97357.16,ACTIVE (regime RANGE ∈ ['RANGE']); long fade: z=-2.30 ≤ -2.0
2018-05-15,GLD,OPEN_LONG,0.3932,110.5767,TREND_UP,97357.16,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-05-16,QQQ,OPEN_SHORT,-0.4076,302.3537,TREND_DOWN,96375.39,"ACTIVE (regime TREND_DOWN ∈ ['TREND_DOWN', 'TREND_UP']); short: close<0.5·ATR above fastMA"
2018-05-16,GLD,CLOSE,0.0,110.6008,RANGE,96375.39,all strategies flat
2018-05-17,GLD,OPEN_LONG,0.3221,110.9081,TREND_UP,96779.89,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-05-21,QQQ,CLOSE,0.0,294.0062,TREND_UP,97986.73,all strategies flat
2018-05-22,GLD,CLOSE,0.0,109.5377,RANGE,98281.96,all strategies flat
2018-05-23,SPY,CLOSE,0.0,305.1771,RANGE,98188.53,all strategies flat
2018-05-23,GLD,OPEN_LONG,0.5,110.3387,TREND_UP,98188.53,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-05-25,QQQ,OPEN_SHORT,-0.3891,289.8118,HIGH_VOL_CRASH,98684.38,ACTIVE (regime HIGH_VOL_CRASH ∈ ['HIGH_VOL_CRASH']); breakdown < 20d low
2018-05-30,GLD,CLOSE,0.0,109.5719,HIGH_VOL_CRASH,99546.43,all strategies flat
2018-05-31,SPY,OPEN_LONG,0.398,311.7848,TREND_UP,97982.16,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-06-01,SPY,CLOSE,0.0,312.8246,RANGE,98671.23,all strategies flat
2018-06-05,GLD,OPEN_LONG,0.3914,108.7111,RANGE,98913.91,ACTIVE (regime RANGE ∈ ['RANGE']); long fade: z=-2.06 ≤ -2.0
2018-06-12,EURUSD,CLOSE,0.0,1.4029,RANGE,100695.19,all strategies flat
2018-06-13,GLD,CLOSE,0.0,109.5324,RANGE,101511.63,all strategies flat
2018-06-19,EURUSD,OPEN_LONG,0.5,1.3918,TREND_UP,98598.01,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-06-20,EURUSD,CLOSE,0.0,1.3916,RANGE,99692.69,all strategies flat
2018-06-22,QQQ,FLIP,0.5,294.7973,HIGH_VOL_CRASH,100159.11,ACTIVE (regime HIGH_VOL_CRASH ∈ ['HIGH_VOL_CRASH']); breakout up > 20d high
2018-06-22,EURUSD,OPEN_LONG,0.5,1.3975,TREND_UP,100159.11,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-06-25,SPY,OPEN_SHORT,-0.5,315.2753,RANGE,99447.94,ACTIVE (regime RANGE ∈ ['RANGE']); short fade: z=2.10 ≥ 2.0
2018-06-25,EURUSD,CLOSE,0.0,1.3957,RANGE,99447.94,all strategies flat
2018-06-26,GLD,OPEN_LONG,0.3143,107.7462,RANGE,99497.39,ACTIVE (regime RANGE ∈ ['RANGE']); long fade: z=-2.35 ≤ -2.0
2018-06-26,EURUSD,OPEN_LONG,0.3143,1.4045,TREND_UP,99497.39,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-06-29,EURUSD,CLOSE,0.0,1.402,RANGE,99136.34,all strategies flat
2018-07-02,SPY,CLOSE,0.0,312.1232,RANGE,99314.02,all strategies flat
2018-07-02,BTC-USD,CLOSE,0.0,60614.9294,RANGE,99314.02,all strategies flat
2018-07-02,EURUSD,OPEN_LONG,0.5,1.4031,TREND_UP,99314.02,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-07-04,BTC-USD,OPEN_LONG,0.3606,59798.5716,TREND_UP,99231.37,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-07-05,QQQ,FLIP,-0.3818,289.9996,TREND_DOWN,98978.79,"ACTIVE (regime TREND_DOWN ∈ ['TREND_DOWN', 'TREND_UP']); short: close<0.5·ATR above fastMA"
2018-07-06,SPY,OPEN_SHORT,-0.375,318.3744,RANGE,98932.24,ACTIVE (regime RANGE ∈ ['RANGE']); short fade: z=2.27 ≥ 2.0
2018-07-06,BTC-USD,CLOSE,0.0,59883.0034,RANGE,98932.24,all strategies flat
2018-07-09,QQQ,FLIP,0.375,296.8583,HIGH_VOL_CRASH,98176.02,ACTIVE (regime HIGH_VOL_CRASH ∈ ['HIGH_VOL_CRASH']); breakout up > 20d high
2018-07-10,QQQ,CLOSE,0.0,297.1061,RANGE,98498.73,all strategies flat
2018-07-11,QQQ,OPEN_LONG,0.375,301.4501,HIGH_VOL_CRASH,98739.12,ACTIVE (regime HIGH_VOL_CRASH ∈ ['HIGH_VOL_CRASH']); breakout up > 20d high
2018-07-12,GLD,CLOSE,0.0,107.9904,RANGE,98951.78,all strategies flat
2018-07-12,BTC-USD,OPEN_LONG,0.45,58463.0063,TREND_UP,98951.78,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-07-12,EURUSD,CLOSE,0.0,1.3991,HIGH_VOL_CRASH,98951.78,all strategies flat
2018-07-13,SPY,FLIP,0.5,321.0917,TREND_UP,98029.75,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-07-13,QQQ,CLOSE,0.0,303.2629,TREND_DOWN,98029.75,all strategies flat
2018-07-13,EURUSD,OPEN_LONG,0.5,1.3994,TREND_UP,98029.75,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-07-16,QQQ,OPEN_LONG,0.5,308.0317,HIGH_VOL_CRASH,98430.03,ACTIVE (regime HIGH_VOL_CRASH ∈ ['HIGH_VOL_CRASH']); breakout up > 20d high
2018-07-16,BTC-USD,CLOSE,0.0,58577.7767,RANGE,98430.03,all strategies flat
2018-07-18,QQQ,CLOSE,0.0,313.4488,TREND_DOWN,98164.22,all strategies flat
2018-07-19,BTC-USD,OPEN_LONG,0.5,61542.0877,TREND_UP,98164.65,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-07-19,EURUSD,CLOSE,0.0,1.3872,HIGH_VOL_CRASH,98164.65,all strategies flat
2018-07-20,SPY,CLOSE,0.0,318.1404,RANGE,98092.86,all strategies flat
2018-07-25,GLD,OPEN_SHORT,-0.5,109.2433,TREND_DOWN,100297.37,"ACTIVE (regime TREND_DOWN ∈ ['TREND_DOWN', 'TREND_UP']); short: close<0.5·ATR above fastMA"
2018-07-31,SPY,OPEN_SHORT,-0.5,324.5236,RANGE,101235.86,ACTIVE (regime RANGE ∈ ['RANGE']); short fade: z=2.12 ≥ 2.0
2018-08-03,SPY,FLIP,0.5,327.0425,TREND_UP,101162.93,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-08-08,SPY,CLOSE,0.0,322.8101,RANGE,102283.27,all strategies flat
2018-08-09,BTC-USD,CLOSE,0.0,66226.7924,RANGE,101835.97,all strategies flat
2018-08-14,BTC-USD,OPEN_LONG,0.5,64679.2201,TREND_UP,101690.13,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-08-15,GLD,CLOSE,0.0,107.253,HIGH_VOL_CRASH,101501.65,all strategies flat
2018-08-15,BTC-USD,CLOSE,0.0,64872.3073,RANGE,101501.65,all strategies flat
2018-08-16,BTC-USD,OPEN_LONG,0.5,63129.2774,TREND_UP,101425.74,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-08-20,BTC-USD,CLOSE,0.0,62947.5339,HIGH_VOL_CRASH,101248.75,all strategies flat
2018-08-20,EURUSD,OPEN_LONG,0.5,1.402,TREND_UP,101248.75,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-08-21,BTC-USD,OPEN_LONG,0.5,62940.0591,TREND_UP,101107.89,"ACTIVE (regime TREND_UP ∈ ['TREND_DOWN', 'TREND_UP']); long: close>0.5·ATR below fastMA"
2018-08-23,EURUSD,CLOSE,0.0,1.3849,HIGH_VOL_CRASH,101171.87,all strategies flat
2018-08-24,BTC-USD,CLOSE,0.0,61748.0146,HIGH_VOL_CRASH,99541.11,all strategies flat
2018-08-24,EURUSD,OPEN_SHORT,-0.5,1.3788,HIGH_VOL_CRASH,99541.11,ACTIVE (regime HIGH_VOL_CRASH ∈ ['HIGH_VOL_CRASH']); breakdown < 20d low
2018-08-28,BTC-USD,OPEN_SHORT,-0.5,59499.4093,HIGH_VOL_CRASH,99150.67,ACTIVE (regime HIGH_VOL_CRASH ∈ ['HIGH_VOL_CRASH']); breakdown < 20d low
